player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,nationality,tm_position,tm_photo,fl_pos,fl_pos2,fl_group,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes
Donyell Malen,Aston Villa,"FW,MF",26,656,0.55,0.14,3.7,1.23,0.959,0.0,0.274,0.274,0.822,0.137,45000000.0,Netherlands,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/326029-1711746104.jpg?lm=1,ST,WF,ST,donyell malen,,,,,,0.711,0.711,0.055,1.05,3.9,0.958,4,1,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.65,77.66,20.0,28.57,40.0,75.0,30.0,38.3,36.84,0.9264705882352942,0.0,0.2647058823529412,0.7941176470588236,0.0,0.0,1.3235294117647058,0.3970588235294118,0.3970588235294118,2.3823529411764706,0.0,0.1323529411764706,1.0588235294117647,5.294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,21.0,680.0
Douglas Luiz,Aston Villa,MF,27,604,0.15,0.0,0.89,0.6,4.179,1.045,1.642,1.343,1.493,0.0,18000000.0,Brazil,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/447661-1696598670.jpg?lm=1,BX,,CM,douglas luiz,2026-06-30,447661.0,2026-06-19T14:17:32,2026-01-28,,0.068,0.068,0.175,1.827,1.058,0.391,1,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.84,90.05,59.18,25.58,46.15,56.52,42.86,60.56,56.52,1.8114406779661016,0.2860169491525424,1.1440677966101696,0.2860169491525424,0.3813559322033898,1.430084745762712,4.957627118644068,0.8580508474576272,1.2394067796610169,4.09957627118644,0.0953389830508474,0.2860169491525424,0.5720338983050848,13.442796610169491,0.0,0.0,0.0,0.0,0.0,0.0,21.0,944.0
Emi Buendía,Aston Villa,MF,28,1755,0.31,0.1,2.51,0.67,0.513,0.667,1.385,2.103,2.308,0.051,16000000.0,Argentina,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/321247-1696604099.jpg?lm=1,AM,,AM,emi buendia,,,,,,0.0,0.31,0.1,0.3,2.51,0.0,6,2,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.86,81.46,61.54,0.0,31.03,55.1,36.21,47.25,44.93,1.5134529147982063,0.2522421524663677,1.0089686098654709,0.655829596412556,0.2017937219730941,0.7567264573991032,5.498878923766816,1.0594170403587444,1.3621076233183855,5.196188340807175,0.0504484304932735,0.7062780269058295,0.4540358744394618,11.300448430493272,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1784.0
Emiliano Martínez,Aston Villa,GK,32,2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,Argentina,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/111873-1668180824.jpg?lm=1,GK,,GK,emiliano martinez,2029-06-30,111873.0,2026-07-09T08:39:27,2020-09-16,,0.0,0.0,0.011,0.063,0.0,0.146,0,1,70.7,25.0,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.96,73.74,36.01,0.0,0.0,0.0,94.12,100.0,96.55,0.0634920634920634,0.0634920634920634,0.8571428571428571,0.0,0.0,0.0,8.634920634920634,0.5079365079365079,0.0,0.3809523809523809,0.1587301587301587,0.0,0.0,1.619047619047619,3.015873015873016,7.0,1.3650793650793651,0.6349206349206349,0.3174603174603174,1.0,32.0,2835.0
Evann Guessand,Aston Villa,MF,24,588,0.0,0.15,1.22,0.77,1.538,0.462,1.385,1.692,1.846,0.0,25000000.0,Cote d'Ivoire,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/500689-1765812945.jpg?lm=1,ST,WF,ST,evann guessand,2030-06-30,500689.0,2026-07-09T08:39:27,2025-08-08,,0.181,0.181,0.121,0.489,1.076,0.37,1,2,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezri Konsa,Aston Villa,DF,27,3035,0.0,0.0,0.33,0.06,0.148,0.653,0.237,0.326,1.246,0.0,40000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/413403-1700651779.jpg?lm=1,CB,RB,CB,ezri konsa,2028-06-30,413403.0,2026-07-09T08:39:27,2019-07-11,,0.0,0.0,0.0,0.0,0.33,0.0,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.99,95.47,61.0,20.0,66.67,36.36,57.14,73.12,67.11,0.1482213438735178,0.0296442687747035,3.616600790513834,0.1185770750988142,0.8596837944664031,0.6818181818181818,3.201581027667984,0.9486166007905138,0.2371541501976284,2.015810276679842,0.1185770750988142,0.0889328063241106,0.2371541501976284,5.247035573122529,0.0,8.0,0.0,0.0,0.0,0.0,34.0,3036.0
George Hemmings,Aston Villa,MF,18,27,0.0,0.0,3.33,0.0,0.0,0.0,0.0,3.333,0.0,0.0,800000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1023191-1767605144.jpg?lm=1,BX,,CM,george hemmings,,,,,,0.092,0.092,0.0,0.0,4.737,1.808,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0
Harvey Elliott,Aston Villa,MF,22,112,0.0,0.0,4.02,0.0,2.5,0.0,0.0,0.0,1.667,0.0,20000000.0,England,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/565822-1665128076.jpg?lm=1,AM,RW,RW,harvey elliott,2026-06-30,565822.0,2026-06-19T14:17:32,2025-09-01,,0.237,0.237,0.077,0.818,4.091,0.604,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.52,84.15,20.0,33.33,0.0,0.0,50.0,66.67,60.0,0.7692307692307692,0.0,0.7692307692307692,3.0769230769230766,0.7692307692307692,0.0,3.0769230769230766,0.7692307692307692,0.0,1.5384615384615383,0.0,0.7692307692307692,0.0,31.538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,5.0,117.0
Ian Maatsen,Aston Villa,DF,23,1605,0.0,0.06,1.12,0.28,3.034,1.011,1.742,0.955,1.067,0.056,30000000.0,Netherlands,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/485585-1704795222.jpg?lm=1,LB,LM,LB,ian maatsen,2030-06-30,485585.0,2026-07-09T08:39:27,2024-07-01,,0.074,0.074,0.168,1.418,1.134,0.288,0,1,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.58,86.01,67.57,22.22,41.18,74.42,60.0,46.89,48.79,1.4489164086687307,0.2786377708978328,3.5665634674922604,0.3343653250773994,0.0557275541795665,1.0588235294117647,4.569659442724459,1.0030959752321982,1.7832817337461302,4.625386996904025,0.0557275541795665,0.1671826625386997,1.170278637770898,11.479876160990711,0.0,2.0,0.0,0.0,0.0,0.0,30.0,1615.0
Jadon Sancho,Aston Villa,MF,25,876,0.0,0.21,1.03,0.31,2.371,0.206,0.206,0.309,0.206,0.309,18000000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/401173-1688564217.jpg?lm=1,WF,,W,jadon sancho,2026-06-30,401173.0,2026-06-19T14:17:32,2025-09-01,,0.08,0.08,0.215,2.198,1.047,0.541,0,2,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.67,83.6,66.67,13.04,55.17,42.86,33.33,43.86,42.42,2.121212121212121,0.303030303030303,0.9090909090909092,0.6060606060606061,0.0,0.202020202020202,2.6262626262626263,0.303030303030303,0.303030303030303,2.525252525252525,0.202020202020202,0.303030303030303,1.616161616161616,17.07070707070707,0.0,0.0,0.0,0.0,0.0,0.0,23.0,891.0
Jamaldeen Jimoh,Aston Villa,MF,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,BX,,CM,jamaldeen jimoh,,,,,,0.0,0.0,0.0,0.0,0.0,6.18,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.6,85.71,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,11.25,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
John McGinn,Aston Villa,MF,30,2137,0.21,0.17,1.18,0.51,3.46,0.506,0.717,1.308,2.025,0.0,13000000.0,Scotland,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/193116-1689172405.jpg?lm=1,BX,,CM,john mcginn,2028-06-30,193116.0,2026-07-09T08:39:27,2018-08-08,,0.122,0.122,0.197,1.58,1.135,0.443,5,4,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.91,82.36,60.56,25.3,48.72,58.62,34.38,46.38,44.77,1.7012448132780082,0.2904564315352697,0.6224066390041494,0.2904564315352697,0.2074688796680497,0.4979253112033194,3.692946058091286,0.4564315352697095,0.7053941908713692,3.983402489626556,0.0414937759336099,0.871369294605809,0.7883817427385892,9.875518672199169,0.0,2.0,0.0,0.0,0.0,0.0,30.0,2169.0
Lamare Bogarde,Aston Villa,"MF,DF",21,1053,0.0,0.0,0.0,0.0,0.171,0.342,1.624,1.453,1.709,0.0,18000000.0,Netherlands,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/645686-1724484880.jpg?lm=1,DM,DF,DM,lamare bogarde,2028-06-30,645686.0,2026-07-09T08:39:27,2024-07-01,,0.0,0.0,0.004,0.178,0.0,0.174,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.59,89.7,36.84,50.0,28.57,69.23,37.5,56.47,52.29,0.1630434782608695,0.0,1.875,0.0,0.4891304347826086,0.4076086956521739,3.505434782608696,0.733695652173913,1.467391304347826,3.913043478260869,0.2445652173913043,0.2445652173913043,0.1630434782608695,7.663043478260869,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1104.0
Leon Bailey,Aston Villa,MF,27,459,0.0,0.2,1.57,0.2,3.725,0.784,1.176,1.176,0.98,0.196,14000000.0,Jamaica,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/387626-1767803367.jpg?lm=1,WF,,W,leon bailey,2027-06-30,387626.0,2026-07-09T08:39:27,2021-08-04,,0.146,0.146,0.23,2.471,1.648,0.462,0,1,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.58,76.98,60.0,26.32,19.23,60.0,40.0,32.79,33.8,2.317596566523605,0.1931330472103004,0.7725321888412017,0.5793991416309012,0.0,0.5793991416309012,5.987124463519313,0.7725321888412017,1.1587982832618025,3.862660944206009,0.0,0.7725321888412017,0.965665236051502,12.553648068669528,0.0,0.0,0.0,0.0,0.0,0.0,13.0,466.0
Lucas Digne,Aston Villa,DF,32,1852,0.0,0.29,0.68,0.24,5.243,0.631,1.262,0.68,0.583,0.146,6000000.0,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/126664-1736160616.jpg?lm=1,LB,,LB,lucas digne,2028-06-30,126664.0,2026-07-09T08:39:27,2022-01-13,,0.034,0.034,0.148,1.26,0.679,0.268,0,6,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.76,80.85,21.43,31.13,36.36,77.78,57.38,54.17,55.41,1.2540192926045015,0.1929260450160771,2.9421221864951765,0.2893890675241157,0.1929260450160771,0.7234726688102894,3.0385852090032155,1.6881028938906752,1.35048231511254,2.508038585209003,0.1929260450160771,0.0482315112540192,0.1929260450160771,8.633440514469452,0.0,5.0,0.0,0.0,0.0,0.0,31.0,1866.0
Marco Bizot,Aston Villa,GK,34,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,Netherlands,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/124884-1707302509.jpg?lm=1,GK,,GK,marco bizot,2027-06-30,124884.0,2026-07-09T08:39:27,2025-07-15,,0.0,0.0,0.0,0.0,0.0,0.168,0,0,67.9,33.3,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.54,76.35,34.88,0.0,0.0,0.0,100.0,50.0,66.67,0.0,0.0,1.5384615384615383,0.0,0.0,0.0,8.153846153846153,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0,0.4615384615384615,2.923076923076923,1.0,1.0769230769230769,1.3846153846153846,0.6153846153846154,0.0,7.0,585.0
Matty Cash,Aston Villa,DF,27,3014,0.09,0.09,0.9,0.3,3.91,0.716,0.955,1.254,0.896,0.119,22000000.0,Poland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/425334-1668091733.jpg?lm=1,RB,RM,RB,matty cash,2029-06-30,425334.0,2026-07-09T08:39:27,2020-09-03,,0.0,0.09,0.09,0.27,0.9,0.0,3,3,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.83,85.5,42.42,19.85,55.0,48.48,54.24,50.72,51.5,0.923841059602649,0.119205298013245,2.5033112582781456,0.23841059602649,0.4172185430463576,0.6556291390728477,2.622516556291391,0.9536423841059604,0.9536423841059604,3.129139072847682,0.119205298013245,0.0894039735099337,0.3278145695364238,9.834437086092716,0.0,8.0,0.0,0.0,0.0,0.0,35.0,3020.0
Morgan Rogers,Aston Villa,MF,23,3280,0.27,0.16,2.3,0.88,1.401,0.357,0.632,1.264,1.346,0.082,90000000.0,England,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/503743-1706786450.jpg?lm=1,AM,LW,LW,morgan rogers,2031-06-30,503743.0,2026-07-09T08:39:27,2024-02-01,,0.195,0.195,0.204,1.309,2.29,0.496,10,6,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.85,74.63,61.67,6.0,35.59,54.76,29.55,37.29,35.75,1.2876712328767124,0.3561643835616438,0.8767123287671232,0.7123287671232876,0.0821917808219178,0.3561643835616438,3.808219178082192,0.7123287671232876,0.6301369863013698,3.616438356164384,0.0547945205479452,0.7123287671232876,1.1506849315068493,10.273972602739724,0.0,7.0,0.0,0.0,0.0,0.0,37.0,3285.0
Ollie Watkins,Aston Villa,FW,29,2839,0.51,0.1,2.63,1.2,0.222,0.159,0.444,1.111,1.016,0.794,25000000.0,England,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/324358-1708341279.jpg?lm=1,ST,,ST,ollie watkins,2028-06-30,324358.0,2026-07-09T08:39:27,2020-09-09,,0.583,0.583,0.087,0.712,2.569,0.673,16,3,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.87,72.69,50.0,28.57,46.43,63.64,38.71,42.33,41.13,0.7258064516129032,0.126227208976157,0.473352033660589,0.7258064516129032,0.0631136044880785,0.1893408134642356,1.5462833099579243,1.1360448807854138,0.4417952314165497,2.5245441795231414,0.0,0.5049088359046283,0.820476858345021,5.17531556802244,0.0,3.0,0.0,0.0,0.0,0.0,37.0,2852.0
Pau Torres,Aston Villa,DF,28,1676,0.0,0.0,0.48,0.05,0.215,0.591,0.753,0.376,0.269,0.0,20000000.0,Spain,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/399776-1765899002.jpg?lm=1,CB,,CB,pau torres,2028-06-30,399776.0,2026-07-09T08:39:27,2023-07-12,,0.085,0.085,0.0,0.054,0.482,0.241,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.87,89.04,42.74,0.0,63.64,63.64,52.08,58.62,55.66,0.0536992840095465,0.0,3.2756563245823385,0.0536992840095465,0.9665871121718376,0.5906921241050119,4.295942720763723,1.342482100238663,0.7517899761336515,1.8257756563245824,0.2147971360381861,0.1610978520286396,0.3758949880668257,7.786396181384248,0.0,4.0,0.0,0.0,0.0,0.0,21.0,1676.0
Ross Barkley,Aston Villa,MF,31,857,0.32,0.11,1.89,0.84,0.0,0.211,1.158,0.947,0.842,0.0,4000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/131978-1662368517.jpg?lm=1,AM,,AM,ross barkley,2027-06-30,131978.0,2026-07-09T08:39:27,2024-07-01,,0.21,0.21,0.224,1.1,1.98,0.688,3,1,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.85,87.71,73.68,0.0,65.0,71.43,46.67,47.37,47.17,1.0404624277456649,0.4161849710982659,1.0404624277456649,0.4161849710982659,0.3121387283236994,0.2080924855491329,4.682080924855492,1.4566473988439308,1.0404624277456649,3.7456647398843934,0.0,0.3121387283236994,1.3526011560693645,12.589595375722544,0.0,0.0,0.0,0.0,0.0,0.0,21.0,865.0
Tammy Abraham,Aston Villa,FW,27,286,0.63,0.0,2.83,0.94,0.312,0.0,0.312,0.625,0.0,0.0,18000000.0,England,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/331726-1761563884.jpg?lm=1,ST,,ST,tammy abraham,2030-06-30,331726.0,2026-07-09T08:39:27,2026-01-27,,0.729,0.729,0.046,1.423,3.202,0.748,2,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.6,56.82,0.0,0.0,100.0,50.0,45.45,50.0,47.62,1.2244897959183674,0.3061224489795918,0.9183673469387756,0.9183673469387756,0.0,0.0,1.836734693877551,1.530612244897959,0.6122448979591837,1.530612244897959,0.0,0.3061224489795918,0.3061224489795918,3.061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,12.0,294.0
Tyrone Mings,Aston Villa,DF,32,1324,0.0,0.0,0.61,0.07,0.272,0.748,0.136,0.68,0.544,0.0,3000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/253677-1746644991.jpg?lm=1,CB,,CB,tyrone mings,2027-06-30,253677.0,2026-07-09T08:39:27,2019-07-08,,0.102,0.102,0.049,0.342,0.616,0.267,0,0,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.65,89.96,42.05,25.0,33.33,40.0,59.7,45.16,55.1,0.3401360544217687,0.0680272108843537,5.646258503401361,0.272108843537415,0.6122448979591837,0.7482993197278912,3.197278911564626,2.7210884353741496,0.1360544217687075,0.9523809523809524,0.0680272108843537,0.0,0.1360544217687075,5.578231292517007,0.0,3.0,0.0,0.0,0.0,0.0,17.0,1323.0
Victor Lindelöf,Aston Villa,"DF,MF",31,948,0.0,0.09,0.28,0.0,0.0,0.762,0.286,0.19,0.0,0.0,5000000.0,Sweden,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/184573-1695244778.jpg?lm=1,CB,,CB,victor lindelof,2027-06-30,184573.0,2026-07-09T08:39:27,2025-09-01,,0.015,0.015,0.057,0.192,0.288,0.244,0,1,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,6.67,94.21,48.15,0.0,0.0,42.86,64.71,57.14,61.29,0.182741116751269,0.0913705583756345,3.1065989847715736,0.0,0.4568527918781725,0.7309644670050761,1.7360406091370555,1.0050761421319796,0.2741116751269035,0.7309644670050761,0.0,0.0,0.0,4.294416243654823,0.0,1.0,0.0,0.0,0.0,0.0,17.0,985.0
Youri Tielemans,Aston Villa,MF,28,1862,0.0,0.19,1.16,0.34,2.174,0.773,1.884,1.208,1.932,0.048,30000000.0,Belgium,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/249565-1716886438.jpg?lm=1,BX,,CM,youri tielemans,2028-06-30,249565.0,2026-07-09T08:39:27,2023-07-01,,0.089,0.089,0.144,1.548,1.161,0.475,0,4,,,49,1.2894736842105263,0.5416666666666666,56,1.4736842105263157,0.58,7.2,84.94,63.16,30.43,52.94,62.07,56.41,61.14,60.28,1.5467239527389902,0.2416756176154672,0.9183673469387754,0.3383458646616541,0.6766917293233082,0.870032223415682,4.543501611170784,1.0633727175080558,1.740064446831364,5.171858216970999,0.0483351235230934,0.435016111707841,0.435016111707841,13.58216970998926,0.0,2.0,0.0,0.0,0.0,0.0,25.0,1862.0
Adam Smith,Bournemouth,DF,34,1077,0.0,0.17,0.0,0.0,1.083,0.833,1.0,1.583,0.917,0.0,300000.0,England,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/61841-1737920848.jpg?lm=1,RB,LB,RB,adam smith,2027-06-30,61841.0,2026-07-09T08:39:31,2014-01-28,,0.0,0.0,0.042,0.5,0.0,0.378,0,2,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.51,77.96,21.05,7.69,100.0,80.0,46.67,43.33,44.44,0.4109589041095891,0.0821917808219178,3.1232876712328768,0.0,0.7397260273972603,0.6575342465753425,2.3835616438356166,1.1506849315068497,0.9863013698630138,2.136986301369863,0.0,0.0,0.0821917808219178,5.835616438356165,0.0,4.0,0.0,0.0,0.0,0.0,22.0,1095.0
Adrien Truffert,Bournemouth,DF,23,3379,0.03,0.13,0.43,0.16,3.787,1.147,1.36,1.04,0.853,0.0,30000000.0,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/654539-1754901329.jpg?lm=1,LB,,LB,adrien truffert,2030-06-30,654539.0,2026-07-09T08:39:31,2025-07-01,,0.053,0.053,0.117,0.876,0.425,0.404,1,5,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.79,83.46,31.67,23.78,45.21,50.49,44.9,55.81,53.13,0.8520710059171597,0.1065088757396449,3.807692307692308,0.1331360946745562,0.2662721893491124,1.2781065088757395,5.005917159763313,1.1715976331360949,1.3846153846153846,4.4733727810650885,0.0798816568047337,0.2130177514792899,0.8786982248520709,9.798816568047338,0.0,11.0,0.0,0.0,0.0,0.0,38.0,3380.0
Alex Scott,Bournemouth,MF,21,2849,0.09,0.03,1.39,0.41,2.776,1.104,1.199,1.42,1.893,0.032,50000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/855256-1656922605.jpg?lm=1,BX,,CM,alex scott,2028-06-30,855256.0,2026-07-09T08:39:31,2023-08-10,,0.108,0.108,0.089,0.803,1.358,0.471,3,1,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,7.06,84.85,41.09,15.91,55.77,63.33,54.41,55.85,55.56,0.8814270724029382,0.1259181532004197,2.5498426023084995,0.4407135362014691,0.472193074501574,1.1332633788037776,6.138509968520462,1.1647429171038826,1.1962224554039875,4.65897166841553,0.0314795383001049,0.4092339979013641,0.912906610703043,8.342077649527807,0.0,6.0,0.0,0.0,0.0,0.0,37.0,2859.0
Alex Tóth,Bournemouth,MF,19,140,0.0,0.0,1.29,0.0,1.875,1.875,0.0,0.625,1.25,0.0,12000000.0,Hungary,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/998101-1763730106.jpg?lm=1,DM,BX,DM,alex toth,2031-06-30,998101.0,2026-07-09T08:39:31,2026-01-20,,0.12,0.12,0.236,3.309,1.324,0.86,0,0,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.49,87.69,50.0,0.0,25.0,0.0,0.0,28.57,25.0,2.4324324324324325,0.0,1.945945945945946,0.0,0.4864864864864865,1.4594594594594597,3.891891891891892,0.0,0.0,1.945945945945946,0.4864864864864865,1.4594594594594597,0.4864864864864865,11.18918918918919,0.0,0.0,0.0,0.0,0.0,0.0,9.0,185.0
Amine Adli,Bournemouth,MF,25,1093,0.25,0.08,1.65,0.74,3.223,0.496,1.405,2.397,1.901,0.413,20000000.0,Morocco,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/532776-1689710574.jpg?lm=1,WF,AM,AM,amine adli,2030-06-30,532776.0,2026-07-09T08:39:31,2025-08-21,,0.311,0.311,0.111,1.477,1.737,0.533,3,1,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.76,77.24,20.0,5.0,36.36,44.44,52.63,53.66,53.33,1.301989150090416,0.081374321880651,1.3833634719710668,0.4882459312839059,0.162748643761302,0.5696202531645569,4.963833634719711,2.4412296564195297,1.301989150090416,5.3707052441229655,0.0,0.4068716094032549,0.650994575045208,10.497287522603978,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1106.0
Antoine Semenyo,Bournemouth,MF,25,1798,0.45,0.15,2.45,1.35,1.4,0.3,1.0,1.85,0.7,0.6,80000000.0,Ghana,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/583255-1737452028.jpg?lm=1,RW,,RW,antoine semenyo,,,,,,0.359,0.316,0.115,1.062,2.32,0.583,17,4,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,7.02,80.02,50.0,16.33,44.36,71.11,49.17,37.31,40.44,1.096875,0.2249999999999999,0.8156249999999999,0.39375,0.196875,0.365625,4.021875,1.6593749999999998,0.8999999999999999,3.515625,0.0562499999999999,0.6749999999999999,1.6593749999999998,9.590625,0.0,11.0,0.0,0.0,0.0,0.0,37.0,3200.0
Bafodé Diakité,Bournemouth,DF,24,1277,0.0,0.0,0.07,0.0,0.07,0.704,1.056,0.563,0.282,0.141,25000000.0,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/463605-1666691072.jpg?lm=1,RB,CB,RB,bafode diakite,2030-06-30,463605.0,2026-07-09T08:39:31,2025-08-13,,0.001,0.001,0.006,0.141,0.071,0.277,0,0,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.63,87.98,47.22,0.0,0.0,75.0,49.3,62.5,54.05,0.2099533437013996,0.0,5.808709175738724,0.0,0.3499222395023328,0.8398133748055987,3.359253499222395,2.4494556765163296,1.0497667185069983,1.749611197511664,0.0699844479004665,0.1399688958009331,0.0,5.948678071539658,0.0,4.0,0.0,0.0,0.0,0.0,18.0,1286.0
Ben Gannon-Doak,Bournemouth,MF,19,113,0.0,0.8,2.39,0.8,3.077,0.769,1.538,2.308,0.769,0.0,15000000.0,Scotland,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/719673-1780071350.jpg?lm=1,RW,,RW,ben gannon-doak,2030-06-30,719673.0,2026-07-09T08:39:31,2025-08-18,,0.0,0.0,0.8,2.4000000000000004,2.39,0.0,0,1,,,54,1.4210526315789471,0.4375,58,1.5263157894736843,0.6200000000000001,6.49,77.08,0.0,0.0,25.0,33.33,25.0,42.86,40.0,0.7377049180327868,0.7377049180327868,0.0,0.7377049180327868,0.0,0.7377049180327868,4.426229508196721,0.7377049180327868,1.4754098360655736,6.639344262295082,0.0,0.0,1.4754098360655736,11.803278688524587,0.0,0.0,0.0,0.0,0.0,0.0,8.0,122.0
